Block,Value,Token Name,Additional Value,Highlight Target,Public Tag,Age,Transaction Type
20064028,54050.57006865694,Frax,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,CoW Protocol: GPv2Settlement,2024-06-10 21:10:35,OUT
20063870,224905.51396555672,USDe,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,CoW Protocol: GPv2Settlement,2024-06-10 20:38:59,OUT
20063870,225562.87740884384,Frax,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,CoW Protocol: GPv2Settlement,2024-06-10 20:38:59,IN
20063361,108301.52107993228,USDe,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xb2F72662...5b6adcaBB,2024-06-10 18:56:59,OUT
20063178,82994.1524312572,USDe,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xb2F72662...5b6adcaBB,2024-06-10 18:19:59,OUT
20063142,850776.2482001072,Frax,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 18:12:47,OUT
20063088,220642.29039100202,Frax,Mega Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Paraswap v5: Augustus Swapper Mainnet,2024-06-10 18:01:47,OUT
20063088,220000,USDe,Mega Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Paraswap v5: Augustus Swapper Mainnet,2024-06-10 18:01:47,IN
20063082,912514.3634095025,USDe,Exec Transaction,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 18:00:35,OUT
20063020,474689.3302864142,USDe,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 17:48:11,OUT
20063010,970579.4268071017,Frax,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 17:46:11,OUT
20062935,610606.94632254,USDe,Exec Transaction,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 17:31:11,OUT
20062935,101783.42769401305,USDe,Exec Transaction,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 17:31:11,OUT
20062643,141945.25447404332,USDe,0xb322e830,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 16:32:23,OUT
20062643,142340.68093351962,Frax,0xb322e830,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 16:32:23,IN
20062574,303577.2743520729,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xcE6431D2...ED96F5CE7,2024-06-10 16:18:35,OUT
20062194,1028893.485037381,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xcE6431D2...ED96F5CE7,2024-06-10 15:01:47,OUT
20061852,60545.345520579205,USDe,Mooo Z1089603480,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xb2F72662...5b6adcaBB,2024-06-10 13:53:11,OUT
20061510,7857.1610059617005,USDe,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-wstETH,2024-06-10 12:44:11,OUT
20061510,7882.073995466369,Frax,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:44:11,IN
20061487,61099.11265418132,USDe,0x314cbce2,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xd5d10a1E...58752A350,2024-06-10 12:39:35,OUT
20061487,127580.25727963075,USDe,0x2b6043e7,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:39:35,OUT
20061487,127979.2460374997,Frax,0x2b6043e7,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:39:35,IN
20061401,139897.63689750838,USDe,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xE37e799D...71457BD09,2024-06-10 12:22:23,OUT
20061357,56124.639962078014,USDe,0xad216a0d,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 12:13:35,OUT
20061357,56295.844089790764,Frax,0xad216a0d,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 12:13:35,IN
20061353,149914.62114758242,USDe,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 12:12:47,OUT
20061352,22512512.402366508,Frax,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:12:35,OUT
20061352,69316347.2112377,USDe,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:12:35,OUT
20061352,46902346.278164916,Frax,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:12:35,OUT
20061345,132492.93478422574,USDe,0x2bb0a0b8,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:11:11,OUT
20061345,132890.03581042914,Frax,0x2bb0a0b8,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:11:11,IN
20061342,152423.6578106414,USDe,0x2bb0f939,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:10:35,OUT
20061342,152873.4928009655,Frax,0x2bb0f939,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:10:35,IN
20061327,32366.63733951689,USDe,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:35,OUT
20061327,32461.202194818117,Frax,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:35,IN
20061325,12371.739267852907,USDe,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:11,OUT
20061325,12407.797484278228,Frax,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:11,IN
20061325,81339.88494114882,USDe,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:11,OUT
20061325,81575.74728703017,Frax,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:11,IN
20061325,23972.5258981761,USDe,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:11,OUT
20061325,24041.640523781276,Frax,0x00000000,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...248,2024-06-10 12:07:11,IN
20061324,60429.13126431969,USDe,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF55B0f6F...745960442,2024-06-10 12:06:59,OUT
20061324,60602.55089703762,Frax,Swap,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: DAI-FRAX,2024-06-10 12:06:59,IN
20061324,244926.14602559558,USDe,0x2b66c63b,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:06:59,OUT
20061324,245617.37389842735,Frax,0x2b66c63b,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,jaredfromsubway: MEV Bot,2024-06-10 12:06:59,IN
20061322,23168393.8999843,Frax,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:06:35,OUT
20061322,69301803.58110225,USDe,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:06:35,OUT
20061322,46233956.34444476,Frax,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:06:35,OUT
20061319,23080101.402066395,Frax,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:05:59,OUT
20061319,69289315.09087037,USDe,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:05:59,OUT
20061319,46309490.86169358,Frax,0x60806040,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xF19D66E8...a201517ad,2024-06-10 12:05:59,OUT
20061005,1185358.0977569956,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xcE6431D2...ED96F5CE7,2024-06-10 11:01:59,OUT
20060973,715906.0057270194,Frax,Swap Compact,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0x28104d4F...d56F33f95,2024-06-10 10:55:35,OUT
20060181,26184.015464923585,Frax,0x152bc320,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 8:16:47,OUT
20060181,26098.959899318805,USDe,0x152bc320,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 8:16:47,IN
20059827,1153.9675278516786,Frax,Remove_liquidity_one_coin,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,"Frax(FRAX)",2024-06-10 7:05:47,OUT
20059806,699199.9465995068,USDe,Exec Transaction,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,0xf081470f...409DcdD67,2024-06-10 7:01:23,OUT
20059474,52021.02817102769,USDe,0x52216a0c,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDC,2024-06-10 5:54:47,OUT
20059474,52188.89727069501,Frax,0x52216a0c,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:54:47,IN
20059469,172125.80481926294,USDe,0x4d22e830,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:53:47,OUT
20059469,172674.65390663102,Frax,0x4d22e830,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:53:47,IN
20059429,108142.81730631476,USDe,0x25227108,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 5:45:47,OUT
20059429,108482.51701081856,Frax,0x25227108,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,MEV Bot: 0x000...e49,2024-06-10 5:45:47,IN
20059360,92426.28793742052,USDe,0xe0227108,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,Uniswap V3: USDe-USDT 2,2024-06-10 5:31:59,OUT
